이름,가격(최저가),가격(최고가),크기,연료,연비,이미지,주행,가격,거주성,품질,디자인,연비,평균점수
KGM 렉스턴 스포츠,2879 ,4031 ,준대형 트럭,디젤 ,10.4km/ℓ,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230515_264%2Fauto_1684115943653qpcuR_PNG%2F20230515105854_rUBVpEWm.png,8.8 ,7.5 ,8.4 ,8.1 ,9.7 ,7.6 ,8.4 
KGM 렉스턴,4010 ,6050 ,준대형 SUV,디젤,11.1km/ℓ,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230515_253%2Fauto_1684115900692wVuFw_PNG%2F20230515105814_GUI7oyxe.png,9.3 ,8.7 ,9.4 ,8.9 ,9.7 ,8.7 ,9.1 
링컨 네비게이터,15200 ,15200 ,대형 SUV,가솔린 ,7.2km/ℓ,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230526_30%2Fauto_16850758843243tr6s_PNG%2F20230526133756_FE6yEg8Z.png,9.5 ,8.8 ,9.2 ,8.8 ,9.3 ,5.7 ,8.6 
제네시스 G70 슈팅브레이크,4545 ,4792 ,중형 왜건,가솔린 ,10.9km/ℓ,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230519_66%2Fauto_1684457507007kwJAF_PNG%2F20230519095141_KfyNQwgl.png,9.6 ,7.9 ,7.8 ,9.1 ,9.4 ,6.2 ,8.3 
제네시스 G70,4347 ,5089 ,중형 세단,가솔린,11.2km/ℓ,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230519_105%2Fauto_1684457482433tIsP9_PNG%2F20230519095117_i57QfW2f.png,9.6 ,7.9 ,7.8 ,9.1 ,9.4 ,6.2 ,8.3 
르노코리아 SM6,2925 ,3695 ,중형 세단,"LPG,가솔린",13.6km/ℓ,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230406_243%2Fauto_16807511190486yMe2_PNG%2F20230406121833_OvF36Xuo.png,9.3 ,8.4 ,8.8 ,8.8 ,9.6 ,8.5 ,8.9 
푸조 e-208,4900 ,5300 ,소형 해치백,전기 ,5.4km/kWh,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230419_41%2Fauto_1681878998380XNhTw_PNG%2F20230419133628_orZ30DzS.png,9.7 ,9.1 ,8.3 ,9.2 ,9.9 ,7.8 ,9.0 
포드 익스페디션,11270 ,11270 ,대형 SUV,가솔린,7.4km/ℓ,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230707_27%2Fauto_1688701026454lPjQn_PNG%2F20230707123653_Di9bQKO2.png,9.8 ,9.5 ,9.5 ,9.3 ,9.6 ,7.6 ,9.2 
포드 브롱코 4도어,8160 ,8160 ,중형 SUV,가솔린 ,8.2km/ℓ ,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230615_128%2Fauto_168679581412111anR_PNG%2F20230615112325_DQal8gJa.png,9.7 ,9.1 ,8.7 ,8.9 ,10.0 ,6.4 ,8.8 
현대 캐스퍼,1375 ,1960 ,경형 SUV,가솔린 ,14.3km/ℓ,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230427_77%2Fauto_1682562585238TVCgm_PNG%2F20230427112937_r4udc5ai.png,9.0 ,7.1 ,8.6 ,8.4 ,9.6 ,7.4 ,8.4 
메르세데스-벤츠 AMG EQE,14520 ,14520 ,준대형 세단,전기,3.3km/kWh,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230410_120%2Fauto_1681093958319kMub1_PNG%2F20230410113226_vqeq998M.png,9.6 ,7.9 ,9.5 ,9.5 ,9.6 ,9.6 ,9.3 
마세라티 MC20 첼로,38300 ,38300 ,스포츠카 컨버터블,가솔린 ,7.1km/ℓ,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230404_118%2Fauto_168057189021514U8I_PNG%2F20230404103115_yaTzIwh3.png,5.0 ,5.0 ,5.0 ,5.0 ,5.0 ,5.0 ,5.0 
BYD T4K,4669 ,4669 ,중형 트럭,전기 ,2.6km/kWh,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231213_298%2Fauto_1702441180250kDQko_PNG%2F20231213131926_ErI9eUwt.png,5.5 ,5.5 ,4.0 ,5.5 ,10.0 ,5.5 ,6.0 
폭스바겐 투아렉,8990 ,10590 ,준대형 SUV,디젤,10.8km/ℓ,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230223_254%2Fauto_1677115751717SAJK2_PNG%2F20230223102909_tTFw0Nwx.png,9.8 ,9.3 ,9.5 ,9.3 ,9.3 ,9.2 ,9.4 
포드 익스플로러 하이브리드,8195 ,8195 ,준대형 SUV,"가솔린,하이브리드",10.4km/ℓ,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230707_185%2Fauto_1688700780910FcilA_PNG%2F20230707123247_GPJUj7Sa.png,9.5 ,9.2 ,9.2 ,8.3 ,9.3 ,7.2 ,8.8 
포드 익스플로러,6865 ,7895 ,준대형 SUV,가솔린,8.9km/ℓ,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230707_235%2Fauto_1688700707830TLjrw_PNG%2F20230707123146_nlBEbv1v.png,9.5 ,9.2 ,9.2 ,8.3 ,9.3 ,7.2 ,8.8 
아우디 RS5 스포트백,12808 ,12808 ,중형 세단,가솔린 ,8.3km/ℓ,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230331_171%2Fauto_16802388973948CA4I_PNG%2F20230331140121_xpWVveuJ.png,9.8 ,9.5 ,9.0 ,9.0 ,9.4 ,7.5 ,9.0 
현대 아반떼 하이브리드,2466 ,3153 ,준중형 세단,"가솔린,하이브리드",21.1km/ℓ,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230313_102%2Fauto_1678674773994uu1VN_PNG%2F20230313113247_nnmh3xQQ.png,9.5 ,9.5 ,9.5 ,9.3 ,9.9 ,9.6 ,9.6 
현대 아반떼,1975 ,2818 ,준중형 세단,"LPG,가솔린",15.3km/ℓ,https://search.pstatic.net/common?quality=75&amp;direct=true&amp;src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230313_207%2Fauto_16786747485797iQ8a_PNG%2F20230313113222_FUY4dToD.png,9.2 ,7.8 ,9.3 ,8.9 ,9.6 ,9.4 ,9.6 
기아 니로 하이브리드,2713 ,3376 ,소형 SUV,"가솔린,하이브리드",20.8km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230201_5%2Fauto_167521551469820cJ2_PNG%2F20230201103828_1TU43S80.png,9.3 ,9.7 ,8.8 ,8.9 ,9.1 ,9.9 ,9.3 
기아 니로 플러스,4755 ,4850 ,소형 SUV,전기,5.3km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230208_226%2Fauto_1675816576423hWFSw_PNG%2F20230208093603_x44xFQFx.png,9.1 ,9.1 ,8.3 ,8.9 ,7.3 ,9.5 ,8.7 
기아 니로 EV,4855 ,5120 ,소형 SUV,전기,5.3km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230201_264%2Fauto_167521556121166rN8_PNG%2F20230201103913_5mftPLRf.png,9.5 ,8.1 ,8.9 ,8.6 ,8.7 ,8.6 ,8.7 
푸조 e-2008,5290 ,5490 ,소형 SUV,전기,4.9km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230224_197%2Fauto_16772198103922oM9w_PNG%2F20230224152319_sZFZWEfB.png,9.7 ,8.8 ,8.9 ,9.1 ,9.8 ,7.4 ,9.0 
푸조 308,3650 ,4020 ,준중형 해치백,디젤,17.2km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230106_31%2Fauto_1672980368480vU4AG_PNG%2F20230106134558_vMRMl8yi.png,9.5 ,7.3 ,8.2 ,8.5 ,10.0 ,9.5 ,8.8 
토요타 캠리 하이브리드,3900 ,4520 ,중형 세단,"가솔린,하이브리드",18.5km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230126_113%2Fauto_1674703010903KsogS_PNG%2F20230126121641_fKkZa9DW.png,9.5 ,9.1 ,9.2 ,9.6 ,9.2 ,9.5 ,9.4 
토요타 캠리,3768 ,3768 ,중형 세단,가솔린,12.3km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230126_23%2Fauto_1674702560371CXMiL_PNG%2F20230126120910_pYoYSWYF.png,9.1 ,8.3 ,9.5 ,8.1 ,8.9 ,9.7 ,8.9 
토요타 시에나 하이브리드,7050 ,7060 ,대형 RV,"가솔린,하이브리드",14.5km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230126_236%2Fauto_1674700112067EBrV0_PNG%2F20230126112820_lBifX9Yw.png,9.5 ,7.7 ,9.7 ,8.8 ,9.2 ,9.7 ,9.1 
아우디 e-트론 S 스포트백,14122 ,14122 ,준대형 SUV,전기,2.7km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230126_189%2Fauto_16747151651025cooj_PNG%2F20230126153915_OfmWpJp2.png,10.0 ,9.3 ,10.0 ,10.0 ,10.0 ,8.7 ,9.7 
아우디 e-트론 S,13722 ,13722 ,준대형 SUV,전기,2.7km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230126_110%2Fauto_1674714990970VPioz_PNG%2F20230126153623_cS65Bph5.png,9.9 ,9.6 ,8.3 ,9.5 ,8.1 ,8.9 ,9.1 
아우디 SQ5 스포트백,9996 ,9996 ,중형 SUV,가솔린,8.9km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230126_178%2Fauto_16747164648357nuSs_PNG%2F20230126160057_pvkNTFbz.png,9.8 ,8.8 ,9.2 ,9.6 ,9.8 ,7.0 ,9.0 
아우디 SQ5,9699 ,9699 ,중형 SUV,가솔린,8.6km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230126_258%2Fauto_1674716259544EW6rz_PNG%2F20230126155728_ZjUZ5DjQ.png,8.9 ,9.1 ,9.9 ,9.0 ,8.9 ,9.9 ,9.3 
아우디 Q2,4090 ,4440 ,소형 SUV,디젤,16.7km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230117_266%2Fauto_1673921927368VeSPh_PNG%2F20230117111838_24nfg3pO.png,9.0 ,7.9 ,8.1 ,7.5 ,9.1 ,9.7 ,8.6 
아우디 A8,14038 ,14440 ,대형 세단,디젤,11.4km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230126_45%2Fauto_1674714510241NzG4i_PNG%2F20230126152823_FXPygjVg.png,9.8 ,9.7 ,9.9 ,9.3 ,9.8 ,9.2 ,9.6 
메르세데스-벤츠 EQS SUV,15500 ,18650 ,대형 SUV,전기,3.6km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230131_197%2Fauto_1675130342698eKyOP_PNG%2F20230131105852_lQNWB7kb.png,9.8 ,9.1 ,10.0 ,10.0 ,9.8 ,10.0 ,9.8 
메르세데스-벤츠 EQA,6790 ,7360 ,준중형 SUV,전기,4.9km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230310_40%2Fauto_1678417319166ILTLw_PNG%2F20230310120147_uBJmlobv.png,9.9 ,9.1 ,9.2 ,9.8 ,9.8 ,8.6 ,9.4 
지프 그랜드 체로키 4XE,9440 ,11190 ,준대형 SUV,"전기,가솔린,하이브리드",8.8km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221123_268%2Fauto_1669181527587ooqg0_PNG%2F20221123143157_qPsubW7l.png,9.7 ,9.4 ,9.7 ,9.0 ,9.7 ,7.1 ,9.1 
지프 그랜드 체로키,7690 ,8470 ,준대형 SUV,가솔린,7.4km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221216_174%2Fauto_1671168442331T6Shh_PNG%2F20221216142720_xzSPMSYh.png,9.9 ,9.3 ,9.8 ,9.8 ,8.8 ,9.2 ,9.5 
아우디 S3 세단,6137 ,6137 ,준중형 세단,가솔린,10.4km/ℓ ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221223_135%2Fauto_1671759159225HvA37_PNG%2F20221223103227_AF9SKhy5.png,9.8 ,9.0 ,9.0 ,9.5 ,10.0 ,8.5 ,9.3 
아우디 RS7,17558 ,18180 ,준대형 세단,가솔린,7.4km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221229_117%2Fauto_1672275105138H8Bf0_PNG%2F20221229095137_IxIrAU4D.png,10.0 ,10.0 ,9.3 ,10.0 ,10.0 ,6.7 ,9.3 
아우디 RS6 아반트,16958 ,17550 ,준대형 왜건,가솔린,7.1km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221229_1%2Fauto_1672274906157M6lpl_PNG%2F20221229094813_5wJmgESm.png,9.9 ,9.0 ,8.9 ,9.9 ,8.9 ,8.7 ,9.2 
링컨 에비에이터,9285 ,10755 ,준대형 SUV,가솔린,8.1km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230707_267%2Fauto_1688700529052WivfE_PNG%2F20230707122839_oCGmhSh3.png,9.8 ,9.5 ,9.6 ,8.9 ,9.7 ,7.5 ,9.2 
지프 글래디에이터,7990 ,7990 ,대형 트럭,가솔린,6.5km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230508_39%2Fauto_1683520084049txEqD_PNG%2F20230508132753_sVd3Kmed.png,9.1 ,7.6 ,8.3 ,8.4 ,9.9 ,6.4 ,8.3 
지프 그랜드 체로키 L,8910 ,9880 ,준대형 SUV,가솔린,7.7km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221123_105%2Fauto_16691804828349UK9B_PNG%2F20221123141427_lpFEr7MB.png,9.8 ,9.2 ,9.8 ,9.1 ,9.9 ,7.2 ,9.2 
아우디 e-트론 스포트백,10228 ,12312 ,준대형 SUV,전기,3.1km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221121_2%2Fauto_1669009695080zTRD3_PNG%2F20221121144808_XLC4WfLf.png,9.7 ,9.4 ,9.7 ,9.0 ,9.7 ,7.1 ,9.1 
아우디 e-트론,9835 ,11712 ,준대형 SUV,전기,3.0km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221121_205%2Fauto_1669009667256tXw8s_PNG%2F20221121144740_m4vKyB97.png,8.9 ,9.1 ,9.9 ,9.0 ,8.9 ,9.9 ,9.3 
아우디 A5,7277 ,7277 ,중형 쿠페,가솔린,10.9km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221108_143%2Fauto_1667877077661NFo28_PNG%2F20221108121110_qiaxJPD5.png,9.7 ,8.6 ,8.0 ,9.3 ,9.9 ,7.7 ,8.9 
아우디 A3 세단,4232 ,4640 ,준중형 세단,가솔린,13.0km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221114_215%2Fauto_16684158750896anwS_PNG%2F20221114175106_mXD7dPsR.png,9.7 ,8.3 ,9.0 ,9.3 ,9.7 ,9.0 ,9.2 
메르세데스-벤츠 AMG EQS,21600 ,21600 ,대형 세단,전기,3.2km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221110_253%2Fauto_16680456381140idKi_PNG%2F20221110110029_iKwcR2LO.png,9.9 ,7.7 ,9.5 ,9.7 ,8.9 ,9.4 ,9.2 
마세라티 그레칼레,9900 ,16900 ,중형 SUV,가솔린,9.9km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221117_173%2Fauto_1668654351125MbyRT_PNG%2F20221117120541_kka19Vvs.png,10.0 ,8.8 ,9.5 ,9.8 ,9.8 ,8.5 ,9.4 
롤스로이스 팬텀 EWB,82600 ,82600 ,대형 세단,가솔린,5.8km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221125_226%2Fauto_1669345402129w6gfg_PNG%2F20221125120309_bJ0DKaXr.png,9.1 ,9.1 ,8.3 ,8.9 ,7.3 ,9.5 ,8.7 
롤스로이스 팬텀,71200 ,71200 ,대형 세단,가솔린,5.8km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221125_198%2Fauto_1669344146553I2Nki_PNG%2F20221125114217_eFl3hRkq.png,9.8 ,9.1 ,10.0 ,10.0 ,9.8 ,10.0 ,9.8 
람보르기니 우루스 S,29000 ,29000 ,대형 SUV,가솔린,6.4km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221114_271%2Fauto_16683888057987pf7D_PNG%2F20221114101956_kLPNhlDY.png,9.9 ,8.7 ,9.7 ,9.4 ,10.0 ,7.4 ,9.2 
현대 그랜저 하이브리드,4266 ,5161 ,준대형 세단,"가솔린,하이브리드",18.0km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221114_264%2Fauto_16684002222241pFVM_PNG%2F20221114133015_LcKLHl4l.png,9.4 ,7.0 ,9.4 ,8.8 ,9.0 ,9.2 ,8.8 
현대 그랜저,3743 ,5103 ,준대형 세단,"LPG,가솔린",11.7km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221114_282%2Fauto_1668400193718E5bBv_PNG%2F20221114132946_7CG0p8bU.png,9.3 ,7.5 ,9.3 ,8.8 ,9.2 ,8.1 ,8.7 
페라리 푸로산게,53000 ,60000 ,준대형 SUV,가솔린,5.1km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220914_202%2Fauto_1663119551909zDyvG_PNG%2F20220914103902_mgRgKrBG.png,9.8 ,9.5 ,9.6 ,8.9 ,9.7 ,7.5 ,9.2 
아우디 S6,11678 ,11678 ,준대형 세단,디젤,11.5km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221013_207%2Fauto_1665647379883AwdCB_PNG%2F20221013164933_kf01lNlE.png,9.9 ,8.1 ,8.5 ,8.6 ,9.5 ,7.6 ,8.7 
아우디 S4,8408 ,8408 ,중형 세단,가솔린,9.6km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221020_50%2Fauto_1666253403357THS3o_PNG%2F20221020170956_99i5vmMD.png,9.8 ,8.3 ,8.3 ,9.2 ,9.7 ,7.3 ,8.8 
아우디 Q5 스포트백,7348 ,8000 ,중형 SUV,"가솔린,디젤",13.0km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221011_50%2Fauto_1665464175967A0QCb_PNG%2F20221011135606_e9SUoMTB.png,9.7 ,9.0 ,9.0 ,9.3 ,9.5 ,8.5 ,9.2 
아우디 Q5,7042 ,7694 ,중형 SUV,"가솔린,디젤",12.8km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221011_155%2Fauto_1665457002865SJrAb_PNG%2F20221011115636_AU7LV3gE.png,9.0 ,7.9 ,8.1 ,7.5 ,9.1 ,9.7 ,8.6 
아우디 A8 L,15440 ,19742 ,대형 세단,"가솔린,디젤",11.2km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20211103_85%2Fauto_1635916770064JQ3oc_PNG%2F20211103141917_DICWVJtU.png,9.9 ,7.7 ,9.5 ,9.7 ,8.9 ,9.4 ,9.2 
아우디 A6,7072 ,9963 ,준대형 세단,"가솔린,디젤",15.0km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221013_73%2Fauto_1665647354153E3JyP_PNG%2F20221013164907_121QQ1x2.png,9.6 ,9.4 ,9.2 ,9.0 ,9.7 ,9.1 ,9.3 
아우디 A5 스포트백,6095 ,7114 ,중형 세단,"가솔린,디젤",15.0km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221028_54%2Fauto_1666941834022auVWi_PNG%2F20221028162346_fnW5aZE8.png,9.5 ,9.1 ,9.2 ,9.6 ,9.2 ,9.5 ,9.4 
아우디 A4,5454 ,6778 ,중형 세단,"가솔린,디젤",16.9km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221020_114%2Fauto_1666253366467sLDuN_PNG%2F20221020170919_8qvxL36u.png,9.4 ,7.0 ,9.4 ,8.8 ,9.0 ,9.2 ,8.8 
현대 베뉴,2146 ,2413 ,소형 SUV,가솔린,13.7km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221013_65%2Fauto_1665622680557bA0CN_PNG%2F20221013095754_XAeWJA5s.png,9.1 ,9.1 ,8.6 ,8.6 ,9.4 ,8.9 ,9.0 
메르세데스-벤츠 EQB,7660 ,8200 ,준중형 SUV,전기,4.1km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221123_106%2Fauto_1669188056678UPBbg_PNG%2F20221123162044_ktYAToIE.png,9.6 ,8.0 ,9.2 ,9.2 ,9.4 ,8.4 ,9.0 
기아 EV6 GT,7200 ,7200 ,준중형 SUV,전기,3.9km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221116_241%2Fauto_1668575274150gspJf_PNG%2F20221116140747_DjwHOaZ5.png,9.7 ,7.7 ,8.9 ,8.9 ,9.6 ,8.5 ,8.9 
아우디 S5 스포트백,8449 ,8449 ,중형 세단,가솔린,9.2km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221011_267%2Fauto_16654569124598RltI_PNG%2F20221011115506_onIaYJDB.png,9.8 ,7.6 ,7.8 ,9.0 ,10.0 ,7.6 ,8.6 
아우디 S5,9029 ,9029 ,중형 쿠페,가솔린,9.5km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221011_199%2Fauto_16654568849535odmx_PNG%2F20221011115438_f7S9Pdmg.png,9.6 ,9.4 ,9.2 ,9.0 ,9.7 ,9.1 ,9.3 
혼다 오딧세이,6050 ,6050 ,대형 RV,가솔린,9.0km/ℓ ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230627_54%2Fauto_1687856275659iR8Sm_PNG%2F20230627175716_aKvNGGBr.png,9.8 ,8.6 ,9.7 ,9.1 ,8.5 ,6.9 ,8.8 
쉐보레 트래버스,5640 ,6615 ,준대형 SUV,가솔린,8.3km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220919_63%2Fauto_1663560413578bItjk_PNG%2F20220919130643_jR52WpAJ.png,9.8 ,8.4 ,9.6 ,9.0 ,9.7 ,7.5 ,9.0 
메르세데스-벤츠 EQS,16390 ,19000 ,대형 세단,전기,3.8km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221123_175%2Fauto_1669188441720vyAm0_PNG%2F20221123162709_pPcRP9DR.png,9.9 ,8.7 ,9.7 ,9.4 ,10.0 ,7.4 ,9.2 
메르세데스-벤츠 AMG GT 4도어 쿠페,15560 ,24740 ,대형 세단,가솔린,8.2km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221123_82%2Fauto_1669187545605eMlHi_PNG%2F20221123161215_vBY8Y82F.png,9.7 ,8.3 ,9.0 ,9.3 ,9.7 ,9.0 ,9.2 
람보르기니 우루스 퍼포만테,32890 ,32890 ,대형 SUV,가솔린,6.3km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220824_246%2Fauto_1661315255798SRDn9_PNG%2F20220824132725_J9S3nuep.png,9.9 ,8.7 ,9.7 ,9.4 ,10.0 ,7.4 ,9.2 
기아 EV6,4870 ,6230 ,준중형 SUV,전기,5.6km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220919_73%2Fauto_1663551388897mByay_PNG%2F20220919103622_gv6MIe4D.png,9.6 ,9.4 ,9.2 ,9.0 ,9.7 ,9.1 ,9.3 
